B,L,D,C1 Load,R1 Resistance,C2 Load,R2 Resistance,Volume,Price
0.37,0.8,3.85,541.6758,1261.485767,415.02,619.1036437,0.148,17020
0.4,0.74,3.9,541.8756,1317.436409,415.02,643.9179078,0.148,17020
0.37,0.8,3.9,541.8756,1272.085385,415.02,624.3232289,0.148,17020
0.4,0.74,3.95,542.0754,1328.411014,415.02,649.2998645,0.148,17020
0.37,0.8,3.95,542.0754,1282.685003,415.02,629.5428142,0.148,17020
0.4,0.74,4,542.2752,1339.385618,415.02,654.6818212,0.148,17020
0.37,0.8,4,542.2752,1293.284622,415.02,634.7623995,0.148,17020
0.47,0.63,3.8,541.4841,1412.487718,415.02,683.7635778,0.14805,17025.75
0.47,0.63,3.85,541.6839675,1424.453754,415.02,689.5750429,0.14805,17025.75
0.47,0.63,3.9,541.883835,1436.419789,415.02,695.386508,0.14805,17025.75
0.47,0.63,3.95,542.0837025,1448.385824,415.02,701.1979731,0.14805,17025.75
0.47,0.63,4,542.28357,1460.351859,415.02,707.0094382,0.14805,17025.75
0.52,0.57,3.8,541.5084,1507.571222,415.02,724.9750867,0.1482,17043
0.39,0.76,3.8,541.5084,1281.607788,415.02,627.2550894,0.1482,17043
0.38,0.78,3.8,541.5084,1266.73973,415.02,620.8313671,0.1482,17043
0.52,0.57,3.85,541.70847,1520.34929,415.02,731.1388054,0.1482,17043
0.39,0.76,3.85,541.70847,1292.465471,415.02,632.5872696,0.1482,17043
0.38,0.78,3.85,541.70847,1277.472418,415.02,626.1094235,0.1482,17043
0.52,0.57,3.9,541.90854,1533.127358,415.02,737.3025241,0.1482,17043
0.39,0.76,3.9,541.90854,1303.323154,415.02,637.9194498,0.1482,17043
0.38,0.78,3.9,541.90854,1288.205106,415.02,631.3874799,0.1482,17043
0.52,0.57,3.95,542.10861,1545.905425,415.02,743.4662428,0.1482,17043
0.39,0.76,3.95,542.10861,1314.180838,415.02,643.2516299,0.1482,17043
0.38,0.78,3.95,542.10861,1298.937794,415.02,636.6655363,0.1482,17043
0.52,0.57,4,542.30868,1558.683493,415.02,749.6299615,0.1482,17043
0.39,0.76,4,542.30868,1325.038521,415.02,648.5838101,0.1482,17043
0.38,0.78,4,542.30868,1309.670482,415.02,641.9435927,0.1482,17043
0.43,0.69,3.8,541.5327,1345.697364,415.02,655.0285353,0.14835,17060.25
0.43,0.69,3.85,541.7329725,1357.095986,415.02,660.5955836,0.14835,17060.25
0.43,0.69,3.9,541.933245,1368.494608,415.02,666.162632,0.14835,17060.25
0.43,0.69,3.95,542.1335175,1379.89323,415.02,671.7296804,0.14835,17060.25
0.43,0.69,4,542.33379,1391.291852,415.02,677.2967288,0.14835,17060.25
0.53,0.56,3.8,541.5408,1528.813662,415.02,734.2658601,0.1484,17066
0.53,0.56,3.85,541.74114,1541.773499,415.02,740.5091371,0.1484,17066
0.53,0.56,3.9,541.94148,1554.733336,415.02,746.7524141,0.1484,17066
0.53,0.56,3.95,542.14182,1567.693173,415.02,752.9956911,0.1484,17066
0.53,0.56,4,542.34216,1580.65301,415.02,759.2389681,0.1484,17066
0.54,0.55,3.8,541.557,1549.731926,415.02,743.3686005,0.1485,17077.5
0.45,0.66,3.8,541.557,1380.408168,415.02,670.1100125,0.1485,17077.5
0.33,0.9,3.8,541.557,1199.839283,415.02,592.0892797,0.1485,17077.5
0.3,0.99,3.8,541.557,1162.841067,415.02,576.1232393,0.1485,17077.5
0.54,0.55,3.85,541.757475,1562.871118,415.02,749.6899651,0.1485,17077.5
0.45,0.66,3.85,541.757475,1392.100984,415.02,675.8050873,0.1485,17077.5
0.33,0.9,3.85,541.757475,1210.012674,415.02,597.126434,0.1485,17077.5
0.3,0.99,3.85,541.757475,1172.707652,415.02,581.0275441,0.1485,17077.5
0.54,0.55,3.9,541.95795,1576.01031,415.02,756.0113297,0.1485,17077.5
0.45,0.66,3.9,541.95795,1403.7938,415.02,681.5001621,0.1485,17077.5
0.33,0.9,3.9,541.95795,1220.186065,415.02,602.1635882,0.1485,17077.5
0.3,0.99,3.9,541.95795,1182.574236,415.02,585.931849,0.1485,17077.5
0.54,0.55,3.95,542.158425,1589.149503,415.02,762.3326943,0.1485,17077.5
0.45,0.66,3.95,542.158425,1415.486617,415.02,687.1952369,0.1485,17077.5
0.33,0.9,3.95,542.158425,1230.359456,415.02,607.2007424,0.1485,17077.5
0.3,0.99,3.95,542.158425,1192.44082,415.02,590.8361539,0.1485,17077.5
0.54,0.55,4,542.3589,1602.288695,415.02,768.6540588,0.1485,17077.5
0.45,0.66,4,542.3589,1427.179433,415.02,692.8903117,0.1485,17077.5
0.33,0.9,4,542.3589,1240.532847,415.02,612.2378966,0.1485,17077.5
0.3,0.99,4,542.3589,1202.307404,415.02,595.7404587,0.1485,17077.5
0.35,0.85,3.8,541.5975,1228.002395,415.02,604.3722674,0.14875,17106.25
0.35,0.85,3.85,541.7983125,1238.410708,415.02,609.5122083,0.14875,17106.25
0.35,0.85,3.9,541.999125,1248.819021,415.02,614.6521492,0.14875,17106.25
0.35,0.85,3.95,542.1999375,1259.227334,415.02,619.7920901,0.14875,17106.25
0.35,0.85,4,542.40075,1269.635647,415.02,624.932031,0.14875,17106.25
0.48,0.62,3.8,541.6056,1435.674368,415.02,694.159394,0.1488,17112
0.32,0.93,3.8,541.6056,1189.15604,415.02,587.6274409,0.1488,17112
0.31,0.96,3.8,541.6056,1176.821809,415.02,582.3048388,0.1488,17112
0.48,0.62,3.85,541.80648,1447.837071,415.02,700.0592094,0.1488,17112
0.32,0.93,3.85,541.80648,1199.240897,415.02,592.6275359,0.1488,17112
0.31,0.96,3.85,541.80648,1186.804397,415.02,587.2606506,0.1488,17112
0.48,0.62,3.9,542.00736,1459.999774,415.02,705.9590248,0.1488,17112
0.32,0.93,3.9,542.00736,1209.325753,415.02,597.6276308,0.1488,17112
0.31,0.96,3.9,542.00736,1196.786984,415.02,592.2164625,0.1488,17112
0.48,0.62,3.95,542.20824,1472.162477,415.02,711.8588402,0.1488,17112
0.32,0.93,3.95,542.20824,1219.41061,415.02,602.6277258,0.1488,17112
0.31,0.96,3.95,542.20824,1206.769572,415.02,597.1722743,0.1488,17112
0.48,0.62,4,542.40912,1484.32518,415.02,717.7586556,0.1488,17112
0.32,0.93,4,542.40912,1229.495466,415.02,607.6278207,0.1488,17112
0.31,0.96,4,542.40912,1216.752159,415.02,602.1280862,0.1488,17112
0.42,0.71,3.8,541.6542,1334.455092,415.02,650.5370454,0.1491,17146.5
0.42,0.71,3.85,541.855485,1345.758184,415.02,656.0659209,0.1491,17146.5
0.42,0.71,3.9,542.05677,1357.061277,415.02,661.5947964,0.1491,17146.5
0.42,0.71,3.95,542.258055,1368.364369,415.02,667.123672,0.1491,17146.5
0.42,0.71,4,542.45934,1379.667462,415.02,672.6525475,0.1491,17146.5
0.36,0.83,3.8,541.7028,1246.16202,415.02,612.5362294,0.1494,17181
0.36,0.83,3.85,541.90449,1256.722381,415.02,617.7447743,0.1494,17181
0.36,0.83,3.9,542.10618,1267.282741,415.02,622.9533192,0.1494,17181
0.36,0.83,3.95,542.30787,1277.843102,415.02,628.1618641,0.1494,17181
0.36,0.83,4,542.50956,1288.403463,415.02,633.370409,0.1494,17181
0.49,0.61,3.8,541.7109,1458.546112,415.02,704.3708338,0.14945,17186.75
0.49,0.61,3.85,541.9126575,1470.903069,415.02,710.3575288,0.14945,17186.75
0.49,0.61,3.9,542.114415,1483.260026,415.02,716.3442238,0.14945,17186.75
0.49,0.61,3.95,542.3161725,1495.616983,415.02,722.3309188,0.14945,17186.75
0.49,0.61,4,542.51793,1507.97394,415.02,728.3176138,0.14945,17186.75
0.46,0.65,3.8,541.719,1404.568214,415.02,681.0474507,0.1495,17192.5
0.46,0.65,3.85,541.920825,1416.465356,415.02,686.8352556,0.1495,17192.5
0.46,0.65,3.9,542.12265,1428.362497,415.02,692.6230604,0.1495,17192.5
0.46,0.65,3.95,542.324475,1440.259639,415.02,698.4108653,0.1495,17192.5
0.46,0.65,4,542.5263,1452.156781,415.02,704.1986702,0.1495,17192.5
0.44,0.68,3.8,541.7352,1370.821943,415.02,666.5040993,0.1496,17204
0.34,0.88,3.8,541.7352,1220.290659,415.02,601.4642585,0.1496,17204
0.44,0.68,3.85,541.93716,1382.432547,415.02,672.1682576,0.1496,17204
0.34,0.88,3.85,541.93716,1230.635076,415.02,606.5801496,0.1496,17204
0.44,0.68,3.9,542.13912,1394.043152,415.02,677.8324158,0.1496,17204
0.34,0.88,3.9,542.13912,1240.979493,415.02,611.6960407,0.1496,17204
0.44,0.68,3.95,542.34108,1405.653757,415.02,683.4965741,0.1496,17204
0.34,0.88,3.95,542.34108,1251.32391,415.02,616.8119318,0.1496,17204
0.44,0.68,4,542.54304,1417.264362,415.02,689.1607323,0.1496,17204
0.34,0.88,4,542.54304,1261.668327,415.02,621.9278229,0.1496,17204
0.41,0.73,3.8,541.7433,1322.215264,415.02,645.5172245,0.14965,17209.75
0.41,0.73,3.85,541.9453275,1333.414753,415.02,651.0035798,0.14965,17209.75
0.41,0.73,3.9,542.147355,1344.614242,415.02,656.4899352,0.14965,17209.75
0.41,0.73,3.95,542.3493825,1355.813731,415.02,661.9762905,0.14965,17209.75
0.41,0.73,4,542.55141,1367.01322,415.02,667.4626458,0.14965,17209.75
0.37,0.81,3.8,541.7757,1263.342814,415.02,620.1792447,0.14985,17232.75
0.37,0.81,3.85,541.9779975,1274.047148,415.02,625.4520463,0.14985,17232.75
0.37,0.81,3.9,542.180295,1284.751483,415.02,630.7248479,0.14985,17232.75
0.37,0.81,3.95,542.3825925,1295.455817,415.02,635.9976495,0.14985,17232.75
0.37,0.81,4,542.58489,1306.160152,415.02,641.2704511,0.14985,17232.75
0.5,0.6,3.8,541.8,1481.101188,415.02,714.3972017,0.15,17250
0.4,0.75,3.8,541.8,1308.981002,415.02,639.9703032,0.15,17250
0.3,1,3.8,541.8,1172.893577,415.02,581.2087158,0.15,17250
0.5,0.6,3.85,542.0025,1493.649985,415.02,720.4693055,0.15,17250
0.4,0.75,3.85,542.0025,1320.068813,415.02,645.4097911,0.15,17250
0.3,1,3.85,542.0025,1182.845066,415.02,586.1561691,0.15,17250
0.5,0.6,3.9,542.205,1506.198782,415.02,726.5414093,0.15,17250
0.4,0.75,3.9,542.205,1331.156624,415.02,650.8492789,0.15,17250
0.3,1,3.9,542.205,1192.796555,415.02,591.1036223,0.15,17250
0.5,0.6,3.95,542.4075,1518.747579,415.02,732.6135131,0.15,17250
0.4,0.75,3.95,542.4075,1342.244436,415.02,656.2887668,0.15,17250
0.3,1,3.95,542.4075,1202.748044,415.02,596.0510755,0.15,17250
0.5,0.6,4,542.61,1531.296376,415.02,738.6856169,0.15,17250
0.4,0.75,4,542.61,1353.332247,415.02,661.7282547,0.15,17250
0.3,1,4,542.61,1212.699534,415.02,600.9985288,0.15,17250
0.38,0.79,3.8,541.8162,1279.541656,415.02,627.3000826,0.1501,17261.5
0.38,0.79,3.85,542.018835,1290.38189,415.02,632.6327936,0.1501,17261.5
0.38,0.79,3.9,542.22147,1301.222124,415.02,637.9655046,0.1501,17261.5
0.38,0.79,3.95,542.424105,1312.062358,415.02,643.2982155,0.1501,17261.5
0.38,0.79,4,542.62674,1322.902592,415.02,648.6309265,0.1501,17261.5
0.39,0.77,3.8,541.8243,1294.755425,415.02,633.8975123,0.15015,17267.25
0.33,0.91,3.8,541.8243,1210.919431,415.02,597.6921331,0.15015,17267.25
0.39,0.77,3.85,542.0270025,1305.723485,415.02,639.2857854,0.15015,17267.25
0.33,0.91,3.85,542.0270025,1221.186218,415.02,602.7767505,0.15015,17267.25
0.39,0.77,3.9,542.229705,1316.691545,415.02,644.6740585,0.15015,17267.25
0.33,0.91,3.9,542.229705,1231.453004,415.02,607.861368,0.15015,17267.25
0.39,0.77,3.95,542.4324075,1327.659605,415.02,650.0623316,0.15015,17267.25
0.33,0.91,3.95,542.4324075,1241.719791,415.02,612.9459854,0.15015,17267.25
0.39,0.77,4,542.63511,1338.627665,415.02,655.4506046,0.15015,17267.25
0.33,0.91,4,542.63511,1251.986578,415.02,618.0306028,0.15015,17267.25
0.31,0.97,3.8,541.8567,1187.216413,415.02,587.5625959,0.15035,17290.25
0.31,0.97,3.85,542.0596725,1197.286735,415.02,592.5629944,0.15035,17290.25
0.31,0.97,3.9,542.262645,1207.357058,415.02,597.5633929,0.15035,17290.25
0.31,0.97,3.95,542.4656175,1217.427381,415.02,602.5637914,0.15035,17290.25
0.31,0.97,4,542.66859,1227.497703,415.02,607.5641899,0.15035,17290.25
0.47,0.64,3.8,541.8648,1428.417336,415.02,691.8020821,0.1504,17296
0.32,0.94,3.8,541.8648,1199.89319,415.02,593.057657,0.1504,17296
0.47,0.64,3.85,542.06784,1440.516389,415.02,697.6811463,0.1504,17296
0.32,0.94,3.85,542.06784,1210.068612,415.02,598.1037768,0.1504,17296
0.47,0.64,3.9,542.27088,1452.615442,415.02,703.5602105,0.1504,17296
0.32,0.94,3.9,542.27088,1220.244034,415.02,603.1498967,0.1504,17296
0.47,0.64,3.95,542.47392,1464.714495,415.02,709.4392747,0.1504,17296
0.32,0.94,3.95,542.47392,1230.419456,415.02,608.1960166,0.1504,17296
0.47,0.64,4,542.67696,1476.813548,415.02,715.3183389,0.1504,17296
0.32,0.94,4,542.67696,1240.594877,415.02,613.2421365,0.1504,17296
0.51,0.59,3.8,541.8729,1503.33783,415.02,724.2378018,0.15045,17301.75
0.51,0.59,3.85,542.0760075,1516.076054,415.02,730.3938437,0.15045,17301.75
0.51,0.59,3.9,542.279115,1528.814278,415.02,736.5498856,0.15045,17301.75
0.51,0.59,3.95,542.4822225,1541.552501,415.02,742.7059275,0.15045,17301.75
0.51,0.59,4,542.68533,1554.290725,415.02,748.8619694,0.15045,17301.75
0.43,0.7,3.8,541.881,1360.232373,415.02,662.3675719,0.1505,17307.5
0.35,0.86,3.8,541.881,1239.769897,415.02,610.3209305,0.1505,17307.5
0.43,0.7,3.85,542.084175,1371.752692,415.02,667.9964663,0.1505,17307.5
0.35,0.86,3.85,542.084175,1250.277266,415.02,615.5112112,0.1505,17307.5
0.43,0.7,3.9,542.28735,1383.273011,415.02,673.6253607,0.1505,17307.5
0.35,0.86,3.9,542.28735,1260.784635,415.02,620.7014918,0.1505,17307.5
0.43,0.7,3.95,542.490525,1394.79333,415.02,679.2542551,0.1505,17307.5
0.35,0.86,3.95,542.490525,1271.292004,415.02,625.8917725,0.1505,17307.5
0.43,0.7,4,542.6937,1406.31365,415.02,684.8831495,0.1505,17307.5
0.35,0.86,4,542.6937,1281.799373,415.02,631.0820532,0.1505,17307.5
0.45,0.67,3.8,541.9215,1395.639576,415.02,677.7984263,0.15075,17336.25
0.45,0.67,3.85,542.1250125,1407.45975,415.02,683.5582237,0.15075,17336.25
0.45,0.67,3.9,542.328525,1419.279924,415.02,689.318021,0.15075,17336.25
0.45,0.67,3.95,542.5320375,1431.100098,415.02,695.0778184,0.15075,17336.25
0.45,0.67,4,542.73555,1442.920272,415.02,700.8376157,0.15075,17336.25
0.52,0.58,3.8,541.9296,1525.254275,415.02,733.8919388,0.1508,17342
0.52,0.58,3.85,542.13318,1538.179512,415.02,740.130448,0.1508,17342
0.52,0.58,3.9,542.33676,1551.104749,415.02,746.3689572,0.1508,17342
0.52,0.58,3.95,542.54034,1564.029985,415.02,752.6074664,0.1508,17342
0.52,0.58,4,542.74392,1576.955222,415.02,758.8459757,0.1508,17342
0.53,0.57,3.8,541.9701,1546.84876,415.02,743.3589168,0.15105,17370.75
0.53,0.57,3.85,542.1740175,1559.958596,415.02,749.6784226,0.15105,17370.75
0.53,0.57,3.9,542.377935,1573.068432,415.02,755.9979284,0.15105,17370.75
0.53,0.57,3.95,542.5818525,1586.178268,415.02,762.3174342,0.15105,17370.75
0.53,0.57,4,542.78577,1599.288103,415.02,768.63694,0.15105,17370.75
0.54,0.56,3.8,541.9944,1568.11952,415.02,752.6380403,0.1512,17388
0.48,0.63,3.8,541.9944,1451.953768,415.02,702.3732111,0.1512,17388
0.42,0.72,3.8,541.9944,1348.642579,415.02,657.7016611,0.1512,17388
0.36,0.84,3.8,541.9944,1258.273877,415.02,618.6580649,0.1512,17388
0.54,0.56,3.85,542.19852,1581.411541,415.02,759.0370719,0.1512,17388
0.48,0.63,3.85,542.19852,1464.252319,415.02,708.3420639,0.1512,17388
0.42,0.72,3.85,542.19852,1360.064539,415.02,663.2909444,0.1512,17388
0.36,0.84,3.85,542.19852,1268.936124,415.02,623.9183878,0.1512,17388
0.54,0.56,3.9,542.40264,1594.703563,415.02,765.4361036,0.1512,17388
0.48,0.63,3.9,542.40264,1476.55087,415.02,714.3109167,0.1512,17388
0.42,0.72,3.9,542.40264,1371.486498,415.02,668.8802276,0.1512,17388
0.36,0.84,3.9,542.40264,1279.598371,415.02,629.1787108,0.1512,17388
0.54,0.56,3.95,542.60676,1607.995584,415.02,771.8351352,0.1512,17388
0.48,0.63,3.95,542.60676,1488.849421,415.02,720.2797695,0.1512,17388
0.42,0.72,3.95,542.60676,1382.908458,415.02,674.4695108,0.1512,17388
0.36,0.84,3.95,542.60676,1290.260618,415.02,634.4390337,0.1512,17388
0.54,0.56,4,542.81088,1621.287605,415.02,778.2341669,0.1512,17388
0.48,0.63,4,542.81088,1501.147972,415.02,726.2486224,0.1512,17388
0.42,0.72,4,542.81088,1394.330417,415.02,680.0587941,0.1512,17388
0.36,0.84,4,542.81088,1300.922865,415.02,639.6993567,0.1512,17388
0.55,0.55,3.8,542.0025,1589.064791,415.02,761.7286136,0.15125,17393.75
0.55,0.55,3.85,542.2066875,1602.536584,415.02,768.2057004,0.15125,17393.75
0.55,0.55,3.9,542.410875,1616.008378,415.02,774.6827871,0.15125,17393.75
0.55,0.55,3.95,542.6150625,1629.480171,415.02,781.1598739,0.15125,17393.75
0.55,0.55,4,542.81925,1642.951964,415.02,787.6369606,0.15125,17393.75
0.34,0.89,3.8,542.0106,1231.714258,415.02,607.2399276,0.1513,17399.5
0.34,0.89,3.85,542.214855,1242.1549,415.02,612.4047202,0.1513,17399.5
0.34,0.89,3.9,542.41911,1252.595543,415.02,617.5695128,0.1513,17399.5
0.34,0.89,3.95,542.623365,1263.036186,415.02,622.7343053,0.1513,17399.5
0.34,0.89,4,542.82762,1273.476829,415.02,627.8990979,0.1513,17399.5
0.41,0.74,3.8,542.0754,1336.055683,415.02,652.5075976,0.1517,17445.5
0.37,0.82,3.8,542.0754,1275.799479,415.02,626.474431,0.1517,17445.5
0.41,0.74,3.85,542.280195,1347.371209,415.02,658.0529224,0.1517,17445.5
0.37,0.82,3.85,542.280195,1286.60853,415.02,631.8004489,0.1517,17445.5
0.41,0.74,3.9,542.48499,1358.686734,415.02,663.5982471,0.1517,17445.5
0.37,0.82,3.9,542.48499,1297.41758,415.02,637.1264668,0.1517,17445.5
0.41,0.74,3.95,542.689785,1370.00226,415.02,669.1435719,0.1517,17445.5
0.37,0.82,3.95,542.689785,1308.226631,415.02,642.4524847,0.1517,17445.5
0.41,0.74,4,542.89458,1381.317786,415.02,674.6888967,0.1517,17445.5
0.37,0.82,4,542.89458,1319.035682,415.02,647.7785027,0.1517,17445.5
0.46,0.66,3.8,542.0916,1420.148501,415.02,688.9108205,0.1518,17457
0.44,0.69,3.8,542.0916,1385.704925,415.02,674.0177354,0.1518,17457
0.33,0.92,3.8,542.0916,1221.999579,415.02,603.2949865,0.1518,17457
0.46,0.66,3.85,542.29653,1432.17583,415.02,694.7647862,0.1518,17457
0.44,0.69,3.85,542.29653,1397.440058,415.02,679.7451779,0.1518,17457
0.33,0.92,3.85,542.29653,1232.359762,415.02,608.4270671,0.1518,17457
0.46,0.66,3.9,542.50146,1444.20316,415.02,700.618752,0.1518,17457
0.44,0.69,3.9,542.50146,1409.17519,415.02,685.4726204,0.1518,17457
0.33,0.92,3.9,542.50146,1242.719944,415.02,613.5591477,0.1518,17457
0.46,0.66,3.95,542.70639,1456.230489,415.02,706.4727177,0.1518,17457
0.44,0.69,3.95,542.70639,1420.910322,415.02,691.200063,0.1518,17457
0.33,0.92,3.95,542.70639,1253.080126,415.02,618.6912284,0.1518,17457
0.46,0.66,4,542.91132,1468.257818,415.02,712.3266834,0.1518,17457
0.44,0.69,4,542.91132,1432.645454,415.02,696.9275055,0.1518,17457
0.33,0.92,4,542.91132,1263.440308,415.02,623.823309,0.1518,17457
0.49,0.62,3.8,542.1078,1475.175747,415.02,712.7601421,0.1519,17468.5
0.31,0.98,3.8,542.1078,1197.611016,415.02,592.820353,0.1519,17468.5
0.49,0.62,3.85,542.312865,1487.671383,415.02,718.8173128,0.1519,17468.5
0.31,0.98,3.85,542.312865,1207.769074,415.02,597.8653382,0.1519,17468.5
0.49,0.62,3.9,542.51793,1500.167018,415.02,724.8744835,0.1519,17468.5
0.31,0.98,3.9,542.51793,1217.927132,415.02,602.9103233,0.1519,17468.5
0.49,0.62,3.95,542.722995,1512.662653,415.02,730.9316541,0.1519,17468.5
0.31,0.98,3.95,542.722995,1228.08519,415.02,607.9553085,0.1519,17468.5
0.49,0.62,4,542.92806,1525.158288,415.02,736.9888248,0.1519,17468.5
0.31,0.98,4,542.92806,1238.243248,415.02,613.0002936,0.1519,17468.5
0.4,0.76,3.8,542.124,1322.474804,415.02,646.786612,0.152,17480
0.38,0.8,3.8,542.124,1292.343581,415.02,633.768798,0.152,17480
0.32,0.95,3.8,542.124,1210.63034,415.02,598.487873,0.152,17480
0.4,0.76,3.85,542.3292,1333.675822,415.02,652.2836311,0.152,17480
0.38,0.8,3.85,542.3292,1303.291361,415.02,639.1561636,0.152,17480
0.32,0.95,3.85,542.3292,1220.896327,415.02,603.5800178,0.152,17480
0.4,0.76,3.9,542.5344,1344.87684,415.02,657.7806501,0.152,17480
0.38,0.8,3.9,542.5344,1314.239142,415.02,644.5435292,0.152,17480
0.32,0.95,3.9,542.5344,1231.162314,415.02,608.6721627,0.152,17480
0.4,0.76,3.95,542.7396,1356.077858,415.02,663.2776691,0.152,17480
0.38,0.8,3.95,542.7396,1325.186923,415.02,649.9308948,0.152,17480
0.32,0.95,3.95,542.7396,1241.428301,415.02,613.7643075,0.152,17480
0.4,0.76,4,542.9448,1367.278876,415.02,668.7746881,0.152,17480
0.38,0.8,4,542.9448,1336.134703,415.02,655.3182604,0.152,17480
0.32,0.95,4,542.9448,1251.694289,415.02,618.8564523,0.152,17480
0.39,0.78,3.8,542.1402,1307.903063,415.02,640.5399353,0.1521,17491.5
0.39,0.78,3.85,542.345535,1318.981499,415.02,645.9843012,0.1521,17491.5
0.39,0.78,3.9,542.55087,1330.059935,415.02,651.4286672,0.1521,17491.5
0.39,0.78,3.95,542.756205,1341.138372,415.02,656.8730332,0.1521,17491.5
0.39,0.78,4,542.96154,1352.216808,415.02,662.3173991,0.1521,17491.5
0.35,0.87,3.8,542.1645,1251.537399,415.02,616.2695936,0.15225,17508.75
0.35,0.87,3.85,542.3700375,1262.143824,415.02,621.510214,0.15225,17508.75
0.35,0.87,3.9,542.575575,1272.750249,415.02,626.7508345,0.15225,17508.75
0.35,0.87,3.95,542.7811125,1283.356674,415.02,631.9914549,0.15225,17508.75
0.35,0.87,4,542.98665,1293.963099,415.02,637.2320754,0.15225,17508.75
0.5,0.61,3.8,542.205,1498.08151,415.02,722.9621795,0.1525,17537.5
0.5,0.61,3.85,542.410875,1510.771816,415.02,729.1061973,0.1525,17537.5
0.5,0.61,3.9,542.61675,1523.462121,415.02,735.250215,0.1525,17537.5
0.5,0.61,3.95,542.822625,1536.152427,415.02,741.3942328,0.1525,17537.5
0.5,0.61,4,543.0285,1548.842732,415.02,747.5382506,0.1525,17537.5
0.43,0.71,3.8,542.2293,1374.767382,415.02,669.7066086,0.15265,17554.75
0.43,0.71,3.85,542.4353775,1386.409398,415.02,675.397349,0.15265,17554.75
0.43,0.71,3.9,542.641455,1398.051415,415.02,681.0880894,0.15265,17554.75
0.43,0.71,3.95,542.8475325,1409.693431,415.02,686.7788298,0.15265,17554.75
0.43,0.71,4,543.05361,1421.335448,415.02,692.4695702,0.15265,17554.75
0.47,0.65,3.8,542.2455,1444.346953,415.02,699.8405864,0.15275,17566.25
0.47,0.65,3.85,542.4517125,1456.579024,415.02,705.7872497,0.15275,17566.25
0.47,0.65,3.9,542.657925,1468.811095,415.02,711.7339131,0.15275,17566.25
0.47,0.65,3.95,542.8641375,1481.043166,415.02,717.6805764,0.15275,17566.25
0.47,0.65,4,543.07035,1493.275237,415.02,723.6272397,0.15275,17566.25
0.51,0.6,3.8,542.286,1520.669292,415.02,732.9786276,0.153,17595
0.45,0.68,3.8,542.286,1410.870985,415.02,685.4868401,0.153,17595
0.36,0.85,3.8,542.286,1270.385735,415.02,624.7799004,0.153,17595
0.34,0.9,3.8,542.286,1243.137857,415.02,613.0155966,0.153,17595
0.51,0.6,3.85,542.49255,1533.551854,415.02,739.2080218,0.153,17595
0.45,0.68,3.85,542.49255,1422.818516,415.02,691.31136,0.153,17595
0.36,0.85,3.85,542.49255,1281.149868,415.02,630.0920014,0.153,17595
0.34,0.9,3.85,542.49255,1253.674725,415.02,618.2292907,0.153,17595
0.51,0.6,3.9,542.6991,1546.434416,415.02,745.4374159,0.153,17595
0.45,0.68,3.9,542.6991,1434.766048,415.02,697.1358799,0.153,17595
0.36,0.85,3.9,542.6991,1291.914001,415.02,635.4041024,0.153,17595
0.34,0.9,3.9,542.6991,1264.211594,415.02,623.4429848,0.153,17595
0.51,0.6,3.95,542.90565,1559.316979,415.02,751.66681,0.153,17595
0.45,0.68,3.95,542.90565,1446.713579,415.02,702.9603998,0.153,17595
0.36,0.85,3.95,542.90565,1302.678134,415.02,640.7162034,0.153,17595
0.34,0.9,3.95,542.90565,1274.748462,415.02,628.6566789,0.153,17595
0.51,0.6,4,543.1122,1572.199541,415.02,757.8962041,0.153,17595
0.45,0.68,4,543.1122,1458.661111,415.02,708.7849197,0.153,17595
0.36,0.85,4,543.1122,1313.442267,415.02,646.0283044,0.153,17595
0.34,0.9,4,543.1122,1285.285331,415.02,633.8703729,0.153,17595
0.42,0.73,3.8,542.3346,1362.830067,415.02,664.8662768,0.1533,17629.5
0.42,0.73,3.85,542.541555,1374.370894,415.02,670.5159678,0.1533,17629.5
0.42,0.73,3.9,542.74851,1385.91172,415.02,676.1656587,0.1533,17629.5
0.42,0.73,3.95,542.955465,1397.452547,415.02,681.8153497,0.1533,17629.5
0.42,0.73,4,543.16242,1408.993373,415.02,687.4650407,0.1533,17629.5
0.52,0.59,3.8,542.3508,1542.937329,415.02,742.8087909,0.1534,17641
0.52,0.59,3.85,542.55789,1556.009734,415.02,749.1220906,0.1534,17641
0.52,0.59,3.9,542.76498,1569.08214,415.02,755.4353903,0.1534,17641
0.52,0.59,3.95,542.97207,1582.154545,415.02,761.7486901,0.1534,17641
0.52,0.59,4,543.17916,1595.226951,415.02,768.0619898,0.1534,17641
0.33,0.93,3.8,542.3589,1233.079728,415.02,608.8978399,0.15345,17646.75
0.31,0.99,3.8,542.3589,1208.00562,415.02,598.0781101,0.15345,17646.75
0.33,0.93,3.85,542.5660575,1243.533306,415.02,614.0773837,0.15345,17646.75
0.31,0.99,3.85,542.5660575,1218.251413,415.02,603.1676819,0.15345,17646.75
0.33,0.93,3.9,542.773215,1253.986883,415.02,619.2569275,0.15345,17646.75
0.31,0.99,3.9,542.773215,1228.497206,415.02,608.2572537,0.15345,17646.75
0.33,0.93,3.95,542.9803725,1264.440461,415.02,624.4364714,0.15345,17646.75
0.31,0.99,3.95,542.9803725,1238.742999,415.02,613.3468255,0.15345,17646.75
0.33,0.93,4,543.18753,1274.894039,415.02,629.6160152,0.15345,17646.75
0.31,0.99,4,543.18753,1248.988792,415.02,618.4363973,0.15345,17646.75
